AddressID;AddressLine1;AddressLine2;City;StateProvinceID;PostalCode;SpatialLocation;rowguid;ModifiedDate
48;5553 Cash Avenue;NULL;Kenmore;79;98028;0xE6100000010CC0337E30FED8474075061294AC8E5EC0;1875165E-D9E4-414F-8FCB-6A8720625443;2014-01-31 00:00:00.000
49;7048 Laurel;NULL;Kenmore;79;98028;0xE6100000010C1BF06593F0E04740C9F2DFDB748F5EC0;C172E367-E6E6-4200-8865-12902022B891;2009-02-01 00:00:00.000
50;25 95th Ave NE;NULL;Kenmore;79;98028;0xE6100000010C0947F8859BE44740BC411D627F965EC0;8AD42881-A81B-4A4D-95C2-6D34A55F3BC9;2009-02-06 00:00:00.000
51;3280 Pheasant Circle;NULL;Snohomish;79;98296;0xE6100000010CE394E9D501E2474014B8B3D8FE915EC0;D40AA5FF-462B-4322-9C67-C7B5F468E6E3;2008-11-30 00:00:00.000
52;4231 Spar Court;NULL;Snohomish;79;98296;0xE6100000010C182C38B72BE047407D89EAD8CD805EC0;19801401-913F-45FA-A7D3-8573F35202E7;2009-01-20 00:00:00.000
53;1285 Greenbrier Street;NULL;Snohomish;79;98296;0xE6100000010C39DB74CBB2F0474003CACBFB25835EC0;D08E2B94-FFC3-44F6-B926-ECD76F0360F6;2008-12-28 00:00:00.000
54;5724 Victory Lane;NULL;Snohomish;79;98296;0xE6100000010C39DB74CBB2F04740890AAD1E7E855EC0;AEB2271B-A9E9-454E-B04B-8A3B91014463;2010-01-29 00:00:00.000
55;591 Merriewood Drive;NULL;Snohomish;79;98296;0xE6100000010C1040A96179EF47407261B07BBE8B5EC0;AB314668-EACD-4440-9832-CCCF2B187078;2009-02-16 00:00:00.000
56;3114 Notre Dame Ave.;NULL;Snohomish;79;98296;0xE6100000010C1040A96179EF4740720828931D7C5EC0;E7A29CE5-7EC6-4E64-9480-0C166297B6A5;2013-11-29 00:00:00.000
57;7230 Vine Maple Street;NULL;Snohomish;79;98296;0xE6100000010CA50D8F1616F047407261B07BBE8B5EC0;2C5FE85E-796E-4666-B449-9CFDFA870058;2009-01-22 00:00:00.000
58;2601 Cambridge Drive;NULL;Snohomish;79;98296;0xE6100000010C43CFFD3184E747408E77D2B5A68F5EC0;44668102-3C93-4005-BAAB-E14D351D1522;2008-12-05 00:00:00.000
59;2115 Passing;NULL;Snohomish;79;98296;0xE6100000010CDAA4DDF73FEE474077754D2A46865EC0;77923F90-FCCD-40AE-8C51-52A2267A5A61;2008-11-30 00:00:00.000
60;4852 Chaparral Court;NULL;Snohomish;79;98296;0xE6100000010C78664C13AEE54740E6B3A9C13D7F5EC0;5457D27A-52B3-4150-87EA-96B42645AB01;2009-12-25 00:00:00.000
61;7726 Driftwood Drive;NULL;Monroe;79;98272;0xE6100000010CC440A386ACE847406C86CCD635785EC0;07373E01-BD99-405A-996A-AB68984423C3;2006-06-23 00:00:00.000
62;3841 Silver Oaks Place;NULL;Monroe;79;98272;0xE6100000010CC56E23CC68EF4740949BC704EA835EC0;851AA003-2D0F-4165-A54B-A13D9B86924A;2008-11-27 00:00:00.000
63;9652 Los Angeles;NULL;Monroe;79;98272;0xE6100000010CC440A386ACE8474044786554C5795EC0;E031CC1E-3E82-4338-B590-5FE91242DEFF;2009-01-27 00:00:00.000
64;4566 La Jolla;NULL;Monroe;79;98272;0xE6100000010C827F23CEDBF14740BBA92E875A825EC0;39EFCF68-25CA-4B41-9882-A91F8FC2EC62;2009-01-08 00:00:00.000
65;1356 Grove Way;NULL;Monroe;79;98272;0xE6100000010C8151A3881FEB474036062D4141865EC0;C9ED93AD-FE56-4A9E-86D0-E53DB70DB0CC;2009-02-14 00:00:00.000
66;4775 Kentucky Dr.;Unit E;Monroe;79;98272;0xE6100000010C9C3C23C60FE84740E5DB36E5D86E5EC0;462876DD-B30C-4E9B-A0AD-67A0E14986C6;2014-05-27 00:00:00.000
67;4734 Sycamore Court;NULL;Monroe;79;98272;0xE6100000010C4B7BA30D3FF147406D8D608279855EC0;F6A0BC36-9C6E-4395-A7D5-8F31AD3775F4;2008-12-20 00:00:00.000
68;896 Southdale;NULL;Monroe;79;98272;0xE6100000010CFA16A3018DE24740D669FED1547B5EC0;BFF6C765-A8EA-4F40-9C87-43C8829EB396;2009-02-26 00:00:00.000
69;2275 Valley Blvd.;NULL;Monroe;79;98272;0xE6100000010C594D23C882EA474078D4630EAC7D5EC0;192987FC-CA4B-421A-8EA9-52ED8EED3D32;2009-01-14 00:00:00.000
70;1792 Belmont Rd.;NULL;Monroe;79;98272;0xE6100000010CAA83A38E78F247406C86CCD635785EC0;5F659DE9-3A31-41D5-BB92-EA0D34486C83;2008-12-02 00:00:00.000
71;5734 Ashford Court;NULL;Monroe;79;98272;0xE6100000010C0730A38439E6474093943359A6765EC0;5CD0EDD1-7841-49C9-AEBB-69ED1CD2989C;2008-02-13 00:00:00.000
72;5030 Blue Ridge Dr.;NULL;Monroe;79;98272;0xE6100000010C2377234DA2F04740CB22FB4522835EC0;51711CD3-947C-4666-882F-A50943E12339;2009-02-06 00:00:00.000
73;158 Walnut Ave;NULL;Monroe;79;98272;0xE6100000010C6638A30573E74740A20D00186E775EC0;2AD59424-B8FC-4957-82F7-62C11DD89235;2009-02-07 00:00:00.000
74;8310 Ridge Circle;NULL;Monroe;79;98272;0xE6100000010C3E9023D04EF447405F38359FBF725EC0;82780FDB-8DF5-4334-9994-2D306ECC73E1;2008-11-30 00:00:00.000
75;3747 W. Landing Avenue;NULL;Monroe;79;98272;0xE6100000010C221B23C229E34740F23062C892815EC0;05524AB0-4696-4670-8D2F-580B6A5DF760;2009-02-28 00:00:00.000
76;2598 La Vista Circle;NULL;Duvall;79;98019;0xE6100000010CB0EA3DB968E347402CE232B5ED685EC0;3661F140-8DE9-4C81-A54E-661E6C61A801;2009-02-03 00:00:00.000
77;9693 Mellowood Street;NULL;Duvall;79;98019;0xE6100000010C2D6899BAAFE747407520D45948725EC0;C83B3A62-3561-4378-B307-540451AC23BD;2008-02-20 00:00:00.000
78;1825 Corte Del Prado;NULL;Duvall;79;98019;0xE6100000010C1B709E483EDA4740D1D0ABB0F16F5EC0;86F8D7EA-AF62-4A35-8FC6-4278BCA608F1;2008-12-27 00:00:00.000
79;5086 Nottingham Place;NULL;Duvall;79;98019;0xE6100000010C39F1E4FE68D847402D8183079B6D5EC0;83393058-231C-4D1E-863A-88385D126810;2010-01-17 00:00:00.000
80;3977 Central Avenue;NULL;Duvall;79;98019;0xE6100000010C0BEF579213DC474076BF24ACF5765EC0;30A7AD1E-78F0-4F04-83EE-2CD1C37D59A5;2009-02-02 00:00:00.000
81;8209 Green View Court;NULL;Duvall;79;98019;0xE6100000010C8F71FC90CCD74740A0FCEA42B5695EC0;41AE4C8A-1922-427A-B66F-3779639B0F42;2010-02-20 00:00:00.000
82;8463 Vista Avenue;NULL;Duvall;79;98019;0xE6100000010CA069F7023EE5474062AE9DA7F97D5EC0;C2AE1EA5-4F3C-413C-8810-4185EE46BB96;2009-02-21 00:00:00.000
83;5379 Treasure Island Way;# 14;Duvall;79;98019;0xE6100000010C2D6899BAAFE747408E2905E3137A5EC0;F229A37B-C8D9-4E4A-99BB-4D12715A2F5E;2009-02-04 00:00:00.000
84;3421 Bouncing Road;NULL;Duvall;79;98019;0xE6100000010CA069F7023EE5474032792D8C6A7C5EC0;83B10347-08DC-4E5E-8A94-60DEB34D92A7;2008-12-01 00:00:00.000
85;991 Vista Verde;NULL;Duvall;79;98019;0xE6100000010CE5F1132330D74740A5F494C784785EC0;8EAB0498-EB64-4F80-AEDE-CA3735D4C097;2009-02-01 00:00:00.000
86;390 Ridgewood Ct.;NULL;Carnation;79;98014;0xE6100000010C8B773FA1AFDD4740ED29E16761775EC0;DAFBD136-5AC2-4F16-8D82-2BFFFD60B7A7;2008-12-20 00:00:00.000
87;1411 Ranch Drive;NULL;Carnation;79;98014;0xE6100000010C866A60EF3EDB4740D4329D84B8795EC0;B7AD6512-9B80-4FDB-8EBB-B9934B211CEA;2009-02-06 00:00:00.000
88;9666 Northridge Ct.;NULL;Carnation;79;98014;0xE6100000010CBCEC7CA2A7CF4740370FAD115C705EC0;FD316D3A-10F5-41D7-8CD9-7B1EAA851223;2008-12-01 00:00:00.000
89;3074 Arbor Drive;NULL;Carnation;79;98014;0xE6100000010C8A50A28B5DD647408A4DD1DABD805EC0;BF8E2FBE-1BC0-4643-9764-2903C86438EC;2008-12-14 00:00:00.000
90;9752 Jeanne Circle;NULL;Carnation;79;98014;0xE6100000010C8F5D813DCED84740BC3B59A10F7C5EC0;5582D57F-9E56-4D15-8633-633206D2A182;2010-01-09 00:00:00.000
91;7166 Brock Lane;NULL;Seattle;79;98104;0xE6100000010C8726B9B50FCF47409A9689D608995EC0;219725C5-2537-45DB-879D-CE160729EECE;2008-12-15 00:00:00.000
92;7126 Ending Ct.;NULL;Seattle;79;98104;0xE6100000010C9A77BCE123C747406282BA744A8D5EC0;DEDCAECB-19B4-4441-9BBB-BC758329F406;2007-12-19 00:00:00.000
93;4598 Manila Avenue;NULL;Seattle;79;98104;0xE6100000010C76957EBCD7CD4740789E0F64BB9D5EC0;058435DF-1143-4921-A47E-FD02E7F05EA7;2010-01-29 00:00:00.000
94;5666 Hazelnut Lane;NULL;Seattle;79;98104;0xE6100000010C76957EBCD7CD47409A9689D608995EC0;1033EF53-1246-4830-878C-516D4697ED8B;2009-02-24 00:00:00.000
95;1220 Bradford Way;NULL;Seattle;79;98104;0xE6100000010C019EE4EB4FC547405F3EB2FC77975EC0;EF7470D7-D3CE-4E30-AE81-6E1F7752134E;2008-12-08 00:00:00.000
96;5375 Clearland Circle;NULL;Seattle;79;98104;0xE6100000010CA8482EA87FD147408346388A2A9C5EC0;EF57EA2B-15FD-4887-90DC-77EC79AE67E9;2009-01-04 00:00:00.000
97;2639 Anchor Court;NULL;Seattle;79;98104;0xE6100000010CDAFBDD9327D5474067D6CE07828C5EC0;9C3D0B0D-E3B3-4696-B0EB-A90356CB8ACC;2014-02-07 00:00:00.000
98;502 Alexander Pl.;NULL;Seattle;79;98104;0xE6100000010C52B340978BD44740703AEFB51E955EC0;B3D67582-A180-42AD-BE0D-E8FAC4080354;2009-01-25 00:00:00.000
99;5802 Ampersand Drive;NULL;Seattle;79;98104;0xE6100000010C63447B90C3D54740789E0F64BB9D5EC0;137CC1BA-089A-4E2D-91BF-7480802A7E00;2008-12-31 00:00:00.000
100;5125 Cotton Ct.;NULL;Seattle;79;98104;0xE6100000010CEB8C188D5FD647406492C68FAF965EC0;AB6BCC20-67D3-4A26-BA02-CDC917C2DEE4;2009-02-03 00:00:00.000
101;3243 Buckingham Dr.;# 207;Seattle;79;98104;0xE6100000010C3091CBA41BD24740703AEFB51E955EC0;0F1F79AB-54A1-4C6C-BEB7-E476E8521599;2009-02-15 00:00:00.000
102;3029 Pastime Dr;# 2;Seattle;79;98104;0xE6100000010C0F6F56B2ABCF4740B84AFBD0839E5EC0;5E77CA8D-72D4-4572-8F88-1A1A5A7969F0;2009-01-04 00:00:00.000
103;9537 Ridgewood Drive;NULL;Seattle;79;98104;0xE6100000010CAB08F7DA5BC847405F3EB2FC77975EC0;906F7B49-E609-42CB-9BF5-ED5C043D166C;2010-02-05 00:00:00.000
104;9964 North Ridge Drive;NULL;Seattle;79;98104;0xE6100000010C0F6F56B2ABCF4740868A4002FD915EC0;3B560935-AD49-458D-9C58-3D09C4B1EC3E;2009-01-29 00:00:00.000
105;1619 Stillman Court;NULL;Seattle;79;98104;0xE6100000010CDAFBDD9327D547406AE6DA22E7955EC0;3A7BAABE-A265-43DE-86E1-CFE6EA60E3B0;2008-12-19 00:00:00.000
106;2144 San Rafael;NULL;Seattle;79;98104;0xE6100000010C97B7F3AE47D04740868A4002FD915EC0;E0D82A90-FAE8-43A9-A98D-4F6512E57709;2009-01-05 00:00:00.000
107;7403 N. Broadway;NULL;Seattle;79;98104;0xE6100000010CEB8C188D5FD647407BE217DC8D935EC0;C9FE9DD9-6867-44FC-9C5A-07DBC9CA6F7F;2009-01-01 00:00:00.000
108;7842 Ygnacio Valley Road;NULL;Seattle;79;98104;0xE6100000010CAB08F7DA5BC8474056DA914EDB8E5EC0;6600064E-0B21-405D-85C4-6A5E1E41771D;2008-12-10 00:00:00.000
109;874 Olivera Road;NULL;Seattle;79;98104;0xE6100000010CB9D968A1B7D24740703AEFB51E955EC0;F868AAE1-DACB-4606-88C4-EB07F4492629;2010-02-24 00:00:00.000
110;1064 Slow Creek Road;NULL;Seattle;79;98104;0xE6100000010CEB8C188D5FD647407DF223F7F29C5EC0;184AD4A1-45B8-4910-A2B2-A9E2A658B07C;2008-12-08 00:00:00.000
111;77 Birchwood;NULL;Seattle;79;98104;0xE6100000010C22C059DEBFC7474051867DBBA38F5EC0;C27E3B42-1548-404C-B104-F765CF42C068;2009-01-27 00:00:00.000
112;7765 Sunsine Drive;NULL;Seattle;79;98104;0xE6100000010CEB8C188D5FD6474045DE549534915EC0;40E9167A-DB5B-4D4B-9B57-F5030A37EA4C;2009-02-19 00:00:00.000
113;1102 Ravenwood;NULL;Seattle;79;98104;0xE6100000010CDAFBDD9327D547409A9689D608995EC0;8A12573D-D7C2-4C04-BBB1-A2F050626670;2009-12-15 00:00:00.000
114;1398 Yorba Linda;NULL;Seattle;79;98104;0xE6100000010C4122069E53D347408EEE60B0999A5EC0;C32CA551-349E-42FD-AB0B-6170E7F0B516;2009-02-08 00:00:00.000
115;4948 West 4th St;NULL;Seattle;79;98104;0xE6100000010C200091ABE3D0474056DA914EDB8E5EC0;E7CBD421-FFD2-4A42-A143-67DA8558CC03;2009-02-13 00:00:00.000
116;8290 Margaret Ct.;NULL;Seattle;79;98104;0xE6100000010CCC2A6CCDCBCA47406AE6DA22E7955EC0;DB4FAB47-ED99-45B0-9064-3AA30F94D74D;2009-01-10 00:00:00.000
117;426 San Rafael;NULL;Seattle;79;98104;0xE6100000010C650444C39FCC474045DE549534915EC0;5C85508E-C13B-49F2-A260-0A0825ED9B81;2009-02-08 00:00:00.000
118;136 Balboa Court;NULL;Seattle;79;98104;0xE6100000010CB9D968A1B7D247408346388A2A9C5EC0;E8D35BFA-25AE-422E-B9E9-1D4F4AEA18CC;2008-12-25 00:00:00.000
119;7439 Laguna Niguel;NULL;Seattle;79;98104;0xE6100000010C122F1FE587C64740789E0F64BB9D5EC0;E09B80E3-DD7F-4DD5-A930-3F1DEE324F48;2008-11-28 00:00:00.000
120;6498 Mining Rd.;NULL;Seattle;79;98104;0xE6100000010CEE4CE1BF3BCD47404B3269286C905EC0;FB839852-9026-4C74-A7F2-E53030B7A434;2009-02-08 00:00:00.000
121;6578 Woodhaven Ln.;NULL;Seattle;79;98104;0xE6100000010CCC2A6CCDCBCA47404B3269286C905EC0;84EAAA89-FDB6-492B-AD96-76793872C81B;2008-11-26 00:00:00.000
122;2354 Frame Ln.;NULL;Seattle;79;98104;0xE6100000010C8726B9B50FCF47404B3269286C905EC0;28B00D11-67B0-4818-8B3A-1CFD2FF6169D;2009-12-18 00:00:00.000
123;6843 San Simeon Dr.;NULL;Seattle;79;98104;0xE6100000010CCC2A6CCDCBCA47407DF223F7F29C5EC0;27CE20F5-6770-4DCC-9B57-EC895A745553;2009-01-26 00:00:00.000
124;7616 Honey Court;NULL;Seattle;79;98104;0xE6100000010C8726B9B50FCF47409FEA9D6940985EC0;6A85821B-1E54-41E7-BB10-25FEAF5A63E8;2008-12-05 00:00:00.000
125;931 Corte De Luna;NULL;Seattle;79;98104;0xE6100000010CDAFBDD9327D5474045DE549534915EC0;2C9D61C7-2185-45C3-B20E-04AB9CADFF7A;2008-12-08 00:00:00.000
126;7594 Alexander Pl.;NULL;Seattle;79;98104;0xE6100000010CDDBBA6C603CC47405F3EB2FC77975EC0;FAD17750-D933-4352-9C7C-2FC1378ED1A6;2008-12-10 00:00:00.000
127;7127 Los Gatos Court;NULL;Seattle;79;98104;0xE6100000010C63447B90C3D5474032D20BC1288A5EC0;5648B48C-4A83-491E-A4C1-EDCBB199C0FD;2008-11-29 00:00:00.000
128;8656 Lakespring Place;NULL;Seattle;79;98104;0xE6100000010CA8482EA87FD14740703AEFB51E955EC0;E7889D2B-AE5E-4B37-AB7B-CF28187A3114;2010-01-05 00:00:00.000
129;5025 Holiday Hills;NULL;Seattle;79;98104;0xE6100000010CA8482EA87FD147404B3269286C905EC0;94D5BD03-6949-405D-B0DF-7AC5F278081F;2008-12-26 00:00:00.000
130;5376 Catanzaro Way;NULL;Seattle;79;98104;0xE6100000010C44E2CED02FCA47405C2EA6E1128E5EC0;AD7C7F01-B283-41F1-B8F1-3AEBFE50FD18;2009-02-25 00:00:00.000
131;504 O St.;NULL;Edmonds;79;98020;0xE6100000010C3CD75BF523E247402BB340BB358C5EC0;E858BEE0-02AD-4BAB-BC2B-6A66DD046E7B;2013-12-31 00:00:00.000
132;6870 D Bel Air Drive;NULL;Edmonds;79;98020;0xE6100000010C26216AA9C3ED47400C6A2F30399E5EC0;AB316A30-9D6B-4B6F-915C-616F6ABD7092;2010-02-06 00:00:00.000
133;8152 Claudia Dr.;NULL;Edmonds;79;98020;0xE6100000010CA2F03A1E42E84740ADC92531A89C5EC0;7BBAC738-C1B1-411B-B308-2054A5E1F55F;2009-01-05 00:00:00.000
134;6057 Hill Street;NULL;Edmonds;79;98020;0xE6100000010C0E926BCEF9E347401747FF3464965EC0;B0F69A8C-1C4E-4A41-A710-0BB1865D85AA;2008-12-15 00:00:00.000
135;2812 Mazatlan;NULL;Edmonds;79;98020;0xE6100000010CA8788CA5DBDD474056AB422E5BA15EC0;E55266A9-FB17-419F-970D-F96EE2E91F7B;2009-02-19 00:00:00.000
136;172 Turning Dr.;NULL;Edmonds;79;98020;0xE6100000010CA8788CA5DBDD474020D670B60A945EC0;37C96B81-2E9C-4D4D-BEAE-44ABA1854C47;2008-12-12 00:00:00.000
137;9784 Mt Etna Drive;NULL;Edmonds;79;98020;0xE6100000010C5B05FCB9EAE047407E83C53AFE8C5EC0;E6266748-6E05-416C-8FF9-BEB5C8B15323;2008-12-16 00:00:00.000
138;2059 Clay Rd;NULL;Edmonds;79;98020;0xE6100000010C74AB4AF717EA47407E83C53AFE8C5EC0;A158113B-AC84-4A89-8903-A6DD5F10CE82;2008-12-28 00:00:00.000
